name,age,PA,AVG,OBP,SLG,OPS,ISO,k_rate,bb_rate
Andrew Benintendi,30,469,0.24047619047619,0.307036247334755,0.430952380952381,0.737988628287136,0.190476190476191,0.174840085287846,0.0852878464818763
Austin Riley,28,447,0.259615384615385,0.308724832214765,0.427884615384615,0.736609447599381,0.168269230769231,0.286353467561521,0.0604026845637584
Mike Yastrzemski,34,558,0.232704402515723,0.33273381294964,0.40251572327044,0.735249536220081,0.169811320754717,0.193548387096774,0.129032258064516
Jung Hoo Lee,26,617,0.266071428571429,0.327390599675851,0.407142857142857,0.734533456818708,0.141071428571429,0.115072933549433,0.0761750405186386
Carlos Correa,30,584,0.2756052141527,0.332191780821918,0.402234636871508,0.734426417693426,0.126629422718808,0.193493150684932,0.077054794520548
Jordan Beck,24,587,0.257884972170686,0.316865417376491,0.415584415584416,0.732449832960906,0.157699443413729,0.296422487223169,0.0732538330494038
Mookie Betts,32,663,0.258064516129032,0.32579185520362,0.405772495755518,0.731564350959138,0.147707979626486,0.102564102564103,0.0920060331825038
Paul Goldschmidt,37,531,0.274028629856851,0.327683615819209,0.402862985685072,0.730546601504281,0.128834355828221,0.188323917137476,0.0677966101694915
Nathan Lukes,30,438,0.255154639175258,0.322505800464037,0.407216494845361,0.729722295309398,0.152061855670103,0.136986301369863,0.0867579908675799
Salvador Perez,35,638,0.236180904522613,0.283699059561129,0.445561139028476,0.729260198589604,0.209380234505863,0.195924764890282,0.0438871473354232
Heliot Ramos,25,695,0.256451612903226,0.328057553956835,0.4,0.728057553956835,0.143548387096774,0.227338129496403,0.0748201438848921
Lenyn Sosa,25,544,0.264478764478765,0.292817679558011,0.434362934362934,0.727180613920945,0.16988416988417,0.233455882352941,0.0330882352941177
Trevor Larnach,28,566,0.250497017892644,0.323321554770318,0.403578528827038,0.726900083597356,0.153081510934394,0.215547703180212,0.0936395759717314
Carlos Narváez,26,446,0.240694789081886,0.306306306306306,0.419354838709677,0.725661145015984,0.178660049627792,0.248878923766816,0.0852017937219731
Gavin Lux,27,503,0.269058295964126,0.349900596421471,0.374439461883408,0.724340058304879,0.105381165919283,0.226640159045726,0.111332007952286
Spencer Steer,27,568,0.237721021611002,0.312169312169312,0.410609037328094,0.722778349497407,0.172888015717092,0.227112676056338,0.0897887323943662
J. P. Crawford,30,654,0.264912280701754,0.351851851851852,0.370175438596491,0.722027290448343,0.105263157894737,0.186544342507645,0.113149847094801
Caleb Durbin,25,506,0.256179775280899,0.333996023856859,0.386516853932584,0.720512877789443,0.130337078651685,0.0988142292490119,0.0592885375494071
Bryan Reynolds,30,654,0.245315161839864,0.318042813455658,0.402044293015332,0.72008710647099,0.156729131175468,0.264525993883792,0.0871559633027523
Xander Bogaerts,32,552,0.262729124236253,0.328493647912886,0.391038696537678,0.719532344450564,0.128309572301426,0.170289855072464,0.0869565217391304
Jasson Domínguez,22,429,0.257217847769029,0.331002331002331,0.388451443569554,0.719453774571885,0.131233595800525,0.268065268065268,0.0955710955710956
Luis Arraez,28,675,0.291935483870968,0.327300150829563,0.391935483870968,0.71923563470053,0.1,0.0311111111111111,0.0503703703703704
Bryson Stott,27,560,0.256513026052104,0.327956989247312,0.390781563126253,0.718738552373564,0.134268537074148,0.1625,0.0964285714285714
Andrew Vaughn,27,447,0.253694581280788,0.307174887892377,0.411330049261084,0.71850493715346,0.157635467980296,0.178970917225951,0.0693512304250559
Christian Walker,34,640,0.237606837606838,0.296875,0.420512820512821,0.717387820512821,0.182905982905983,0.2765625,0.0625
Miguel Vargas,25,569,0.234126984126984,0.31634446397188,0.400793650793651,0.717138114765531,0.166666666666667,0.175746924428823,0.0984182776801406
Dansby Swanson,31,645,0.24406779661017,0.299689440993789,0.416949152542373,0.716638593536162,0.172881355932203,0.26046511627907,0.0728682170542636
Tyler Freeman,26,428,0.281167108753316,0.354460093896714,0.360742705570292,0.715202799467005,0.0795755968169761,0.119158878504673,0.0794392523364486
Lourdes Gurriel,31,546,0.248,0.294871794871795,0.418,0.712871794871795,0.17,0.139194139194139,0.0567765567765568
